,Ph1-Ph2,Ph1-Ph3,Ph1-Ph4,Ph1-Ph5,Ph1-Ph6,Max_Delta_Stress,Recovery_Delta_Last_Phase,Resilience_Index,population_max_delta_stress,stress_factor
239,3.056178907801984,2.1850580523490937,1.0961173995856595,0.3475179197017446,2.3684556997487505,3.056178907801984,2.3684556997487505,0.7519167513028955,0.6877232080532334,0.8548352772077435
244,3.2520966586315367,1.8031177905242604,1.4811200522251031,1.4598175871492307,2.5762358744056097,3.2520966586315367,2.5762358744056097,0.7389470636693267,0.675860784225927,0.8472461267112185
245,1.7189914055371482,0.7676294656167041,0.505866537781243,0.8351389260006034,0.8043646109331309,1.7189914055371482,0.8043646109331309,1.0,0.9146267946040173,1.0
246,0.29193687616639563,0.3541593290801217,0.8948295800103274,1.2226566942183936,0.6647469459734376,0.8948295800103274,0.6647469459734376,0.25155903521993667,0.23008263403688978,0.5620533601149389
256,0.19311274123162128,0.2631684240184874,0.28560870108799813,0.2947491564856856,0.2686991965793151,0.28560870108799813,0.2686991965793151,0.018487873533164837,0.016909504508683004,0.4256728880160813
260,0.1848306406867295,0.21878838871076264,0.2551611723388942,0.56983212648934,0.7735809005354823,0.2551611723388942,0.7735809005354823,-0.5668101254578214,-0.5184197281965881,0.08318857188183933
261,0.22511141381641792,0.1950662223251111,0.8147779112400438,0.35341596984335194,0.582309066021637,0.8147779112400438,0.582309066021637,0.25416798041550154,0.23246884521840683,0.5635799718796727
263,0.0739473287598021,0.061885249075562435,0.5316076238036145,0.15243989867758712,0.2575157736763375,0.5316076238036145,0.2575157736763375,0.2996761649060845,0.274091850127277,0.5902088677081859
264,0.12595295245504928,0.14465418821029197,0.21569403279411936,0.1296176259714415,0.2517915898946891,0.21569403279411936,0.2517915898946891,-0.03946697966157657,-0.03609755710056972,0.39176088370839685
269,0.9580150518317395,1.8890254407001816,2.1436422698394777,2.5824107031709373,,2.1436422698394777,2.5824107031709373,-0.479724009749159,-0.43876843333145965,0.1341465946919054
278,0.947427446485403,0.6315095407341937,0.6171361538515379,0.7437440923845186,,0.947427446485403,0.7437440923845186,0.2226955904884331,0.20368335410088445,0.5451640539030792
279,0.21534149729697463,0.0967657983903924,0.23750719279738686,0.27927057925530463,,0.23750719279738686,0.27927057925530463,-0.04566166955123921,-0.04176338645791777,0.38813609063857213
280,0.2554908954994113,0.1443809601049112,0.2027052487392051,0.23701623364875854,,0.2554908954994113,0.23701623364875854,0.020199125981927142,0.018474661850652746,0.426674219176717
281,0.5709193646728532,0.2117949927015157,0.3057343702085882,0.3849448169617465,,0.5709193646728532,0.3849448169617465,0.2033338065408672,0.18597454771110672,0.5338345989145903
282,0.3087708426106179,0.0689469425205076,0.04743684467694511,0.1384814324575943,,0.3087708426106179,0.1384814324575943,0.1861845849669749,0.17028941015302357,0.5237998141842575
283,0.7754420516837777,0.3513025193269549,0.2964680721941567,0.42530237757832434,,0.7754420516837777,0.42530237757832434,0.38282245411041604,0.3501396741054533,0.6388615199406155
284,0.5196380292961409,0.2794918677679274,0.4849326420034683,0.4888295632470232,,0.5196380292961409,0.4888295632470232,0.033684193630535444,0.03080846604911769,0.4345649418164996
285,0.6041732883341498,0.5519180949457172,0.3908775848524533,0.3047119106975966,,0.6041732883341498,0.3047119106975966,0.32741373793472056,0.2994613776365532,0.6064393754944979
287,0.32311881931535535,0.3613432610201314,0.40750558007390225,0.47991927582627686,,0.40750558007390225,0.47991927582627686,-0.079172943740103,-0.07241369575237461,0.36852712931776493
288,0.6256087026908222,0.7398585536989473,0.6306780312368732,0.6670072495720131,,0.6306780312368732,0.6670072495720131,-0.0397202646472526,-0.03632921833513991,0.3916126752141668
289,0.11659701907062021,0.11749069727735659,0.23273799810160625,0.41617850074312324,,0.23273799810160625,0.41617850074312324,-0.20056322832848622,-0.18344050264151698,0.2974961866624601
292,0.07352482818036069,0.7316954791544454,1.076082257552794,0.8853100896298136,,1.076082257552794,0.8853100896298136,0.20857924680150458,0.19077216792298035,0.5369039431180292
304,0.324765272098113,0.3753974333517287,0.36363095263328504,0.364235335916399,,0.36363095263328504,0.364235335916399,-0.0006607977009635141,-0.0006043832831139628,0.41446813490944906
305,0.530025581486927,0.29521133189990223,0.35945013431147316,0.2878635716451197,,0.530025581486927,0.2878635716451197,0.2647659255889721,0.2421620098418073,0.5697813086541388
306,0.7421078292628802,0.4078164954494099,0.38995541702588676,0.12015685336186255,,0.7421078292628802,0.12015685336186255,0.6800051994653054,0.6219509759010177,0.8127565776466531
307,1.1775752123489651,0.8722615182682203,1.230108403333405,1.111829279819672,,1.230108403333405,1.111829279819672,0.12931954783255759,0.11827912351373304,0.4905255105158639
308,0.10383297044322534,0.10606915139599038,0.13343184490538418,0.09898059596209986,,0.13343184490538418,0.09898059596209986,0.03766700160823497,0.034451248943284316,0.4368954627970735
309,0.49758739346288344,0.3868713548854676,1.3947216081764449,1.4195001834336753,,1.3947216081764449,1.4195001834336753,-0.02709146003967469,-0.024778575257230484,0.39900235964342434
310,0.1847216187290545,0.2802958361612647,0.27764035594334713,0.1746507971789717,,0.27764035594334713,0.1746507971789717,0.11260282267256799,0.10298955876437543,0.4807437989872187
311,0.2604806511365973,0.2117367297167129,0.12102862983649541,0.2504296396317959,,0.2604806511365973,0.2504296396317959,0.010989194241956308,0.010051011504801421,0.42128507180384933
312,0.5890516274779589,0.6061802809269246,0.7353541875754361,0.34572064061289676,,0.7353541875754361,0.34572064061289676,0.42600276884653165,0.3896335469625394,0.6641282739502898
313,0.7459412888579049,0.9667632300601166,0.9099536588674791,0.17281520064495398,,0.9099536588674791,0.17281520064495398,0.805944525757815,0.7371384582225251,0.8864493702310362
314,0.5593208362007013,0.24890495774947125,0.5081564774027754,0.24690966946021387,,0.5593208362007013,0.24690966946021387,0.34157228782669125,0.3124111667404874,0.6147241830379434
315,0.15491458325557164,0.15830947830220068,0.1004058950002052,0.18749310836693797,,0.15491458325557164,0.18749310836693797,-0.03561947376084802,-0.03257852511136633,0.39401223332774477
316,2.2524474955496867,1.9374211710736744,2.4434240983259636,1.8763802006802732,,2.4434240983259636,1.8763802006802732,0.6199729780398452,0.5670438976456904,0.7776290112849666
317,0.5799879630557145,0.16959473799103,0.40598130746797334,0.15126541300595195,,0.5799879630557145,0.15126541300595195,0.4687404224095312,0.42872255004976256,0.6891360068981885
318,0.740600351317025,0.3255810714080647,0.48344424464862373,0.2782909479379503,,0.740600351317025,0.2782909479379503,0.505462343883364,0.46230940337907467,0.7106236630746701
413,0.1233810278471364,0.23506858212028778,0.1103280152536827,0.1669379242405784,0.33344048620111394,0.1233810278471364,0.33344048620111394,-0.22966685383946317,-0.21005945835397755,0.2804663398197622
414,0.1767287063767883,0.11532857398433002,0.10537724352861667,0.08285822447500651,0.11980241281494086,0.1767287063767883,0.11980241281494086,0.062239914572471466,0.056926293561847446,0.45127418492920296
415,0.707333653012822,0.15721871900337486,0.639439262667496,0.2933187744438573,0.3818285144853188,0.707333653012822,0.3818285144853188,0.35588847871926704,0.32550513852750323,0.6231012334566082
416,0.9793920540429478,0.768384435415041,0.6544631681049086,1.1375421355167497,1.3973669313200376,0.9793920540429478,1.3973669313200376,-0.45698953905898826,-0.4179748772770898,0.1474495611473178
423,0.12981832640738541,0.15055325400105793,0.6112111482229793,0.6013495686600222,1.108989074756075,0.6112111482229793,1.108989074756075,-0.5442415742353208,-0.4977779265330958,0.0963944513567455
424,0.12638814062403125,0.36283169167899043,0.2940553335551571,0.17472076165672693,0.12011348979098736,0.2940553335551571,0.12011348979098736,0.19017794448005096,0.17394184376416977,0.5261365093451358
425,0.8526965200830195,0.322999383312831,0.41048898731271727,0.29364537613675185,0.14881143092662993,0.8526965200830195,0.14881143092662993,0.769587216675773,0.7038850891563896,0.865175065246378
437,0.8478951730385937,0.40064821350674645,0.3135496777230475,0.40193298181153464,0.24062976282070345,0.8478951730385937,0.24062976282070345,0.6639488519257765,0.6072654102178903,0.8033612829144495
439,2.5174672641528093,3.604927622960095,3.617212014684503,3.6366522975103917,3.054668157276068,3.617212014684503,3.054668157276068,0.6150528944999747,0.5625438574084347,0.774750048005781
440,0.31317881511221224,0.3336776436845989,0.2606084984387018,0.20174130012461192,0.221665300565758,0.31317881511221224,0.221665300565758,0.10005558014083166,0.09151351454645423,0.47340184021534465
441,0.27756732089493547,1.185304799513972,1.5034159036908783,1.3743582919428594,0.9750208630009073,1.5034159036908783,0.9750208630009073,0.5777165547820374,0.528395040689971,0.7529028679414419
442,0.25502416621063023,0.391410455145188,0.2845205930115818,0.15903923551963214,0.7174939939909211,0.2845205930115818,0.7174939939909211,-0.4733880567830869,-0.4329734009793393,0.13785404717317956
455,0.38616445170863006,0.3070233240773099,0.21260152940998964,0.2024639068076838,,0.38616445170863006,0.2024639068076838,0.20084754348409223,0.18370054490094626,0.5323797740148002
456,0.3231685190327627,0.2723359746355045,0.44153914982671144,0.31255828314705814,,0.44153914982671144,0.31255828314705814,0.1410202144094137,0.1289808666796533,0.4973720994291997
457,0.2487206097633141,0.3717154505351528,0.25331927591346387,0.21242089198529251,,0.25331927591346387,0.21242089198529251,0.04471592585025687,0.040898383928171356,0.44102010699998
458,1.781618547367085,0.5044379411083676,0.9458884958858421,2.2501685609157227,,1.781618547367085,2.2501685609157227,-0.5122854658456556,-0.4685500135486378,0.1150934148710813
459,0.41246571398764936,0.23080801613204843,0.7068315718538558,0.3257446272065236,,0.7068315718538558,0.3257446272065236,0.4166584085395418,0.3810869446473322,0.6586604663463539
460,0.2175943446985512,0.37716735106015126,0.5321938959909929,0.5115440451569663,,0.5321938959909929,0.5115440451569663,0.022577351719688943,0.020649850834026595,0.4280658265575971
461,0.9756705027071837,0.6583383896571854,1.0545223140801692,0.9160304340632106,,1.0545223140801692,0.9160304340632106,0.15141900590930957,0.13849188001695856,0.5034569023870162
